symbol,Name,Currency,SIC Code,NAICS Code,Business Description,Industry,Country,State,City,CIK Code,Company Website,Enterprise Value (in $),Revenue (in $),COGS (in $),Gross Profit (in $,EBITDA (in $),Operating Profit (in $),Other Expenses (in $),Operating Expenses (in $),Net Income (in $),Cash (in $),Accounts Receivables (in $),Inventories (in $),Other Current Assets (in $),Total Current Assets (in $),Fixed Assets (in $),PPE (in $),Total Assets (in $),Accounts Payable (in $),Short Term Debt (in $),Long Term Debt (in $),Other Current Liabilities (in $),Total Current Liabilities (in $),Other Liabilities (in $),Total Liabilities (in $),Net Worth (in $),Total Liabilities & Equity (in $),,Revenue (in %),COGS (in %),Gross Profit (in %),EBITDA (in %),Operating Profit (in %),Other Expenses (in %),Operating Expenses (in %),Net Income (in %),Cash (in %),Accounts Receivables (in %),Inventories (in %),Other Current Assets (in %),Total Current Assets (in %),Fixed Assets (in %),PPE (in %),Total Assets (in %),Accounts Payable (in %),Short Term Debt (in %),Long Term Debt (in %),Other Current Liabilities (in %),Total Current Liabilities (in %),Other Liabilities (in %),Total Liabilities (in %),Net Worth (in %),Total Liabilities & Equity (in %)
IRNT,"IronNet, Inc.",USD,7372,-,"IronNet, Inc. designs and develops solutions for cyber-attacks.",Manufacturing and Reproducing Magnetic and Optical Media ,United States,VA,McLean,"CIK_0001611326,CIK_0001777946",www.ironnet.com,16.01518,24.328,13.56,,-32.114,-34.17,-0.513,58.498,-39.83,7.568,4.09,2.669,5.174,21.244,0,7.857,33.659,7.287,0,0,26.589,56.294,9.961,68.383,-34.724,33.659,,1,0.55738244,0.44261756,-1.320042749,-1.404554423,-0.021086814,2.404554423,-1.637208155,0.224843281,0.12151282,0.079295285,0.153718173,0.631153629,0,0.233429395,1,0.216494845,0,0,0.789952167,1.672479872,0.295938679,2.031640869,-1.031640869,1
CNX,CNX Resources Corporation,USD,1311,-,"CNX Resources Corporation, an independent natural gas and midstream company, acquires, explores for, develops, and produces natural gas properties in the Appalachian Basin.",Crude Petroleum Extraction ,United States,PA,Canonsburg,CIK_0001070412,www.cnx.com,5499.30022,1462.669,549.137,,2672.483,2238.897,-6.008,-776.228,1720.716,8.653,75.854,20.007,156.538,300.592,0,7461.562,8492.637,185.951,0,1843.78,246.312,991.018,1593.478,4535.323,3957.314,8492.637,,1,0.375434907,0.624565093,1.827127669,1.530692864,-0.00410756,-0.530692864,1.176422007,0.001018883,0.008931737,0.002355805,0.018432202,0.035394425,0,0.878591891,1,0.021895555,0,0.217103357,0.029003006,0.116691435,0.187630532,0.534030007,0.465969993,1
KMI,"Kinder Morgan, Inc.",USD,4923,-,"Kinder Morgan, Inc. operates as an energy infrastructure company in North America.",Natural Gas Distribution ,United States,TX,Houston,CIK_0001506307,www.kindermorgan.com,71886.73218,15334,7745,,6440,4248,-54,11086,2391,80,1502,565,278,2433,0,35944,68862,1430,0,28159,1151,6251,2871,37281,31581,68862,,1,0.505086735,0.494913265,0.41998174,0.277031433,-0.003521586,0.722968567,0.155928003,0.001161744,0.021811739,0.008204815,0.00403706,0.035331533,0,0.521971479,1,0.02076617,0,0.408919288,0.016714589,0.090775754,0.04169208,0.541387122,0.458612878,1
PX,"P10, Inc.",USD,6282,-,"P10, Inc., together with its subsidiaries, operates as a multi-asset class private market solutions provider in the alternative asset management industry in the United States.",Portfolio Management and Investment Advice ,United States,TX,Dallas,"CIK_0001841968,CIK_0001044435",www.p10alts.com,1498.39611,237.012,95.35,,75.889,44.932,-2.344,192.08,-1.405,20.041,63.7,0,2.177,103.99,0,20.743,814.758,2.107,0,261.935,0.806,83.472,22.059,387.203,427.555,814.758,,1,0.402300305,0.597699695,0.320190539,0.189576899,-0.009889795,0.810423101,-0.00592797,0.024597488,0.078182724,0,0.002671959,0.12763299,0,0.025459093,1,0.002586044,0,0.321488098,0.000989251,0.102450053,0.027074297,0.475236819,0.524763181,1
APTS,"Preferred Apartment Communities, Inc.",USD,1389,-,Steel Excel Inc. engages in the energy and sports business activities in the United States.,Support Activities for Oil and Gas Operations ,United States,NY,White Plains,CIK_0000709804,www.steelexcel.com,0,93.513,78.052,,-4.175,-25.843,-6.229,119.356,-70.173,84.568,12.537,0,12.446,197.474,0,85.302,321.481,2.424,0,42.752,12.896,21.854,0.787,65.393,256.088,321.481,,1,0.834664699,0.165335301,-0.044646199,-0.276357298,-0.066611059,1.276357298,-0.750409034,0.263057537,0.038997639,0,0.038714574,0.614263362,0,0.26534072,1,0.007540103,0,0.132984531,0.040114346,0.067979134,0.002448045,0.20341171,0.79658829,1
ZYME,Zymeworks Inc.,USD,2836,-,"Zymeworks Inc., a clinical-stage biopharmaceutical company, discovers, develops, and commercializes biotherapeutics for the treatment of cancer.",Biological Product (except Diagnostic) Manufacturing ,Canada,BC,Vancouver,"CIK_0001403752,CIK_0001937653",www.zymeworks.com,458.29564,461.579,170.588,,210.723,203.645,0.534,257.934,205.239,94.332,67.273,0,0,374.634,0,38.761,556.366,11.008,0,0,1.701,72.847,36.647,132.022,424.344,556.366,,1,0.369574872,0.630425128,0.456526402,0.441192082,0.001156898,0.558807918,0.444645445,0.16955026,0.120915009,0,0,0.673358904,0,0.069668168,1,0.019785537,0,0,0.00305734,0.130933594,0.065868511,0.237293436,0.762706564,1
FUN,"Cedar Fair, L.P.",USD,7996,-,"Cedar Fair, L.P. owns and operates amusement and water parks, and complementary resort facilities in the United States and Canada.",Amusement and Theme Parks ,United States,OH,Sandusky,"CIK_0000811532,CIK_0001503891",www.cedarfair.com,4243.58599,1798.668,1019.984,,482.226,324.231,2.683,1474.437,124.558,134.394,88.256,54.932,25.116,305.308,0,1698.603,2318.603,56.145,0,2272.961,231.042,446.457,89.997,2884.372,-565.769,2318.603,,1,0.567077415,0.432922585,0.268101729,0.180261727,0.001491659,0.819738273,0.069250134,0.057963351,0.0380643,0.023691852,0.010832385,0.131677566,0,0.732597603,1,0.024215012,0,0.980314871,0.099647072,0.19255431,0.038815183,1.244012882,-0.244012882,1
SHAK,Shake Shack Inc.,USD,5812,-,"Shake Shack Inc. owns, operates, and licenses Shake Shack restaurants (Shacks) in the United States and internationally.",Theater Companies and Dinner Theaters ,United States,NY,New York,CIK_0001620533,www.shakeshack.com,3433.82986,1087.533,689.141,,100.17,8.928,12.776,1078.605,19.807,190.02,13.889,4.608,0.945,323.236,0,923.427,1564.856,21.251,0,245.375,8.766,152.177,253.721,1122.858,441.998,1564.856,,1,0.633673645,0.366326355,0.09210755,0.008209406,0.011747689,0.991790594,0.018212781,0.121429703,0.008875577,0.00294468,0.000603889,0.206559581,0,0.590103498,1,0.013580163,0,0.156803565,0.005601793,0.097246648,0.162136963,0.717547174,0.282452826,1
FPL,First Trust New Opportunities MLP & Energy Fund,USD,6726,-,AXP Energy Limited operates as an oil and gas production and development company in the United States.,Other Financial Vehicles ,United States,CT,Westport,CIK_0001589420,www.ftportfolios.com/Retail/Cef/CefSummary.aspx?Ticker=FPL,6.63126,19.80266,16.23678,,-4.17143,-6.30354,0,26.1062,-6.12621,0.52179,1.94819,0.34496,0.56743,3.92348,0,14.95629,20.11118,1.77026,0,0,2.97702,5.15849,3.78459,9.59049,10.52069,20.11118,,1,0.819929242,0.180070758,-0.210649983,-0.318317842,0,1.318317842,-0.309362985,0.02594527,0.096870994,0.017152648,0.028214655,0.195089497,0,0.743680381,1,0.088023676,0,0,0.148028112,0.256498624,0.188183389,0.47687356,0.52312644,1
BRSP,"BrightSpire Capital, Inc.",USD,6798,-,"BrightSpire Capital, Inc. operates as a commercial real estate (CRE) credit real estate investment trust in the United States.",Other Financial Vehicles ,United States,NY,New York,CIK_0001717547,www.brightspire.com,3599.9552,415.081,134.789,,222.267,191.638,-0.224,223.443,-15.549,236.197,76.418,0,101.452,3486.866,0,798.203,4352.676,16.378,0,2844.177,49.615,76.767,93.766,3037.382,1315.294,4352.676,,1,0.32472939,0.67527061,0.535478617,0.461688201,-0.000539654,0.538311799,-0.037460158,0.054264779,0.017556556,0,0.02330796,0.801085585,0,0.183382131,1,0.003762743,0,0.65343182,0.011398735,0.017636737,0.02154215,0.697819456,0.302180544,1
JPI,Nuveen Preferred and Income Term Fund,USD,6726,-,"Nuveen Preferred and Income Term Fund is a close ended balanced mutual fund launched by Nuveen Investments, Inc. The fund is co-managed by Nuveen Fund Advisors LLC and Nuveen Asset Management, LLC. It invests into public equity and fixed income markets across the globe.",Other Financial Vehicles ,United States,IL,Chicago,CIK_0001547994,www.nuveen.com/CEF/Product/Overview.aspx?fundcode=JPI,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CRF,"Cornerstone Total Return Fund, Inc.",USD,6726,-,"Cornerstone Total Return Fund, Inc. is a closed-ended equity mutual fund launched and managed by Cornerstone Advisors, LLC. It invests in the public equity markets of the United States.",Other Financial Vehicles ,United States,NC,Asheville,CIK_0000033934,www.cornerstonetotalreturnfund.com,0,11.90102,0,,0,4.07678,0,7.82424,129.23277,0,1.64291,0,0,1.67566,0,0,719.62676,1.03616,0,0,0,1.83194,0,1.83194,717.79483,719.62676,,1,0,1,0,0.342557193,0,0.657442807,10.85896587,0,0.002283003,0,0,0.002328513,0,0,1,0.001439858,0,0,0,0.002545681,0,0.002545681,0.997454333,1
CATO,The Cato Corporation,USD,5621,-,"The Cato Corporation, together with its subsidiaries, operates as a specialty retailer of fashion apparel and accessories primarily in the southeastern United States.",Clothing and Clothing Accessories Retailers ,United States,NC,Charlotte,CIK_0000018255,www.catofashions.com,142.78655,712.226,467.456,,-0.945,-9.678,0.896,721.904,-3.514,25.024,31.115,98.872,3.908,261.062,0,189.885,487.368,86.897,0,0,1.988,184.224,14.683,270.05,217.318,487.368,,1,0.656330996,0.343669004,-0.001326826,-0.013588383,0.001258028,1.013588383,-0.004933827,0.051345185,0.063842928,0.20286929,0.008018581,0.535656834,0,0.389613188,1,0.178298534,0,0,0.004079053,0.377997735,0.030127132,0.554098751,0.445901249,1
OIA,Invesco Municipal Income Opportunities Trust,USD,6726,-,"Invesco Municipal Income Opportunities Trust is a closed-ended fixed income mutual fund launched by Invesco Ltd. The fund is co-managed by Invesco Advisers, Inc., INVESCO Asset Management Deutschland GmbH, INVESCO Asset Management Limited, INVESCO Asset Management (Japan) Limited, Invesco Hong Kong Limited, INVESCO Senior Secured Management, Inc., and Invesco Canada Ltd. It invests in the fixed income markets of the United States.",Other Financial Vehicles ,United States,GA,Atlanta,CIK_0000835333,www.invesco.com/portal/site/us/investors/closed-end/product-detail?productId=30303,420.20015,21.18379,0,,0,18.65114,0,2.53265,-5.24191,0,6.87071,0,0,6.87071,0,0,410.68275,0,0,117.7243,0.02168,0.46874,0.16151,118.35454,292.32821,410.68275,,1,0,1,0,0.880443962,0,0.119556038,-0.247449111,0,0.01672997,0,0,0.01672997,0,0,1,0,0,0.286655088,5.27901E-05,0.001141368,0.000393272,0.288189704,0.711810296,1
PEI,Pennsylvania Real Estate Investment Trust,USD,1311,-,"Prospera Energy Inc., a natural resources company, acquires, explores for, and develops petroleum and gas properties in Canada.",Crude Petroleum Extraction ,Canada,AB,Calgary,0,www.prosperaenergy.com,42.72668,9.97456,6.22186,,0.40012,-0.85693,-0.00213,10.83149,-3.10852,0.19494,3.9024,0.42666,0,5.07199,0,36.55658,44.28656,12.97544,0,5.213,0.232,16.98874,19.19161,41.94553,2.34103,44.28656,,1,0.623772878,0.376227122,0.04011405,-0.085911559,-0.000213543,1.085911559,-0.311644824,0.004401787,0.088117027,0.009634074,0,0.114526619,0,0.825455398,1,0.292988211,0,0.117710655,0.00523861,0.383609384,0.43335066,0.947139042,0.052860958,1
FPH,"Five Point Holdings, LLC",USD,6552,-,"Five Point Holdings, LLC, through its subsidiary, Five Point Operating Company, LP, owns and develops mixed-use and planned communities in Orange County, Los Angeles County, and San Francisco County.",Land Subdivision ,United States,CA,Irvine,CIK_0001574197,www.fivepoint.com,1986.27578,211.732,133.988,,43.685,26.249,-0.776,185.483,55.394,218.264,75.595,2252.783,0.992,2547.634,0,44.522,2934.547,35.988,0,680.51,4.116,46.279,249.584,988.164,1946.383,2934.547,,1,0.632818846,0.367181154,0.206322143,0.123972758,-0.00366501,0.876027242,0.261623184,0.074377408,0.025760364,0.767676578,0.000338042,0.868152393,0,0.015171677,1,0.012263562,0,0.231896098,0.001402601,0.015770407,0.085050265,0.336734767,0.663265233,1
GPC,Genuine Parts Company,USD,5013,-,"Genuine Parts Company distributes automotive replacement parts, and industrial parts and materials.",Motor Vehicle Supplies and New Parts Merchant Wholesalers ,United States,GA,Atlanta,CIK_0000040987,www.genpt.com,23014.69339,23090.61,14799.938,,2148.023,1797.494,9.323,21293.116,1316.524,654.637,2394.787,4482.773,555.02,9029.874,0,2711.066,17021.898,5486.379,0,2963.448,1959.963,7800.359,1137.346,12820.623,4201.275,17021.898,,1,0.640950499,0.359049501,0.093025823,0.077845237,0.000403757,0.922154763,0.057015557,0.03845852,0.1406886,0.263353299,0.032606235,0.530485731,0,0.159269313,1,0.322312999,0,0.174096214,0.115143623,0.458254362,0.066816638,0.753184104,0.246815896,1
BDN,Brandywine Realty Trust,USD,6798,-,"Brandywine Realty Trust (NYSE: BDN) is one of the largest, publicly traded, full-service, integrated real estate companies in the United States with a core focus in the Philadelphia and Austin markets.",Other Financial Vehicles ,United States,PA,Philadelphia,CIK_0000790816,www.brandywinerealty.com,3052.64237,437.838,189.947,,184.476,24.332,0,413.506,-196.789,47.872,208.265,0,10.745,266.882,0,2704.72,3922.663,132.731,0,2134.46,26.284,165.08,85.437,2408.295,1514.368,3922.663,,1,0.433829407,0.566170593,0.421333918,0.055573066,0,0.944426934,-0.449456192,0.012203954,0.053092759,0,0.002739211,0.068035924,0,0.689511182,1,0.033836962,0,0.544135451,0.00670055,0.042083656,0.021780357,0.613943895,0.386056105,1
BPT,BP Prudhoe Bay Royalty Trust,USD,6792,-,BP Prudhoe Bay Royalty Trust operates as a grantor trust in the United States.,Miscellaneous Intermediation ,United States,TX,Houston,CIK_0000850033,bpt.q4web.com/home/default.aspx,47.324,22.244,0,,0,20.937,0,1.307,20.937,5.534,0,0,0,5.534,0,0,5.534,0,0,0,0,0.305,0,0.305,5.229,5.534,,1,0,1,0,0.941242582,0,0.058757418,0.941242582,1,0,0,0,1,0,0,1,0,0,0,0,0.055113842,0,0.055113842,0.944886158,1
IH,iHuman Inc.,USD,7372,-,"iHuman Inc. provides intellectual development products to individual users, kindergartens, and distributors in the People's Republic of China.",Manufacturing and Reproducing Magnetic and Optical Media ,China,0,Beijing,CIK_0001814423,www.ihuman.com,1.56415,1028.396,304.374,,191.2715,177.129,39.036,851.267,183.069,1037.751,71.36,13.457,83.999,1342.983,0,10.586,1411.838,16.235,0,0,320.438,481.13,0,483.491,928.347,1411.838,,1,0.295969646,0.704030354,0.185990124,0.172238126,0.037958141,0.827761874,0.178014111,0.735035464,0.050544043,0.009531547,0.059496203,0.95123024,0,0.007498027,1,0.011499195,0,0,0.226965133,0.340782724,0,0.342455013,0.657544987,1
SCU,"Sculptor Capital Management, Inc.",USD,6282,-,Aegis Brands Inc. engages in the food and beverage business in Canada.,Portfolio Management and Investment Advice ,United States,NY,New York,CIK_0001403256,www.sculptor.com,65.14664,30.324,14.725,,-3.043,-4.559,0.063,34.883,-3.028,2.221,2.026,0.843,0,6.776,0,5.465,69.4,3.692,0,27.575,1.657,8.703,0.747,44.466,24.934,69.4,,1,0.485588972,0.514411028,-0.100349558,-0.150342963,0.002077562,1.150342963,-0.0998549,0.032002882,0.029193084,0.012146974,0,0.097636888,0,0.078746398,1,0.053198847,0,0.397334294,0.023876081,0.125403458,0.010763689,0.640720461,0.359279539,1
NMCO,Nuveen Municipal Credit Opportunities Fund,USD,6726,-,0,Other Financial Vehicles ,United States,IL,Chicago,CIK_0001774342,0,1018.96659,56.06477,0,,0,44.50083,0,11.56395,-25.70936,1.83112,27.38243,0,0,29.21355,0,0,1137.069,3.80998,0,474.42287,2.58418,8.02774,0,482.4506,654.61839,1137.069,,1,0,1,0,0.793739634,0,0.206260545,-0.458565334,0.001610386,0.02408159,0,0,0.025691976,0,0,1,0.003350703,0,0.417233141,0.002272668,0.007060029,0,0.424293161,0.57570683,1
XHR,"Xenia Hotels & Resorts, Inc.",USD,6798,-,"Xenia Hotels & Resorts, Inc. is a self-advised and self-administered REIT that invests in uniquely positioned luxury and upper upscale hotels and resorts with a focus on the top 25 lodging markets as well as key leisure destinations in the United States.",Other Financial Vehicles ,United States,FL,Orlando,CIK_0001616000,www.xeniareit.com,2649.10542,1035.204,759.301,,237.168,103.382,4.856,931.822,46.804,219.165,39.195,0,56.94,321.339,0,2590.35,2962.716,107.363,0,1393.869,10.87,119.585,59.753,1591.769,1370.947,2962.716,,1,0.733479585,0.266520415,0.22910267,0.099866307,0.004690863,0.900133693,0.045212345,0.073974353,0.013229415,0,0.019218852,0.108460953,0,0.874315999,1,0.036238033,0,0.470470001,0.003668931,0.040363302,0.020168319,0.537266819,0.462733181,1
SAIC,Science Applications International Corporation,USD,7373,-,"Science Applications International Corporation provides technical, engineering, and enterprise information technology (IT) services primarily in the United States.",Computer Systems Design Services ,United States,VA,Reston,CIK_0001571123,saic.com,8556.41572,7675,6773,,700,562,7,7113,512,311,1010,63,4,1388,0,225,5658,792,0,2194,48,1226,278,3830,1828,5658,,1,0.88247557,0.11752443,0.091205212,0.073224756,0.000912052,0.926775244,0.066710098,0.054966419,0.178508307,0.011134677,0.000706964,0.245316366,0,0.039766702,1,0.139978791,0,0.38776953,0.008483563,0.216684341,0.04913397,0.676917639,0.323082361,1
ELAN,Elanco Animal Health Incorporated,USD,2834,-,"Elanco Animal Health Incorporated, an animal health company, innovates, develops, manufactures, and markets products for pets and farm animals.",Pharmaceutical Preparation Manufacturing ,United States,IN,Greenfield,CIK_0001739104,www.elanco.com,12882.69188,4367,1863,,973,347,-76,4020,-1144,369,911,1690,64,3565,0,992,14344,296,0,5870,574,1265,1075,8210,6134,14344,,1,0.426608656,0.573391344,0.222807419,0.079459583,-0.017403252,0.920540417,-0.261964736,0.025725042,0.063510876,0.117819297,0.004461796,0.248535973,0,0.069157836,1,0.020635806,0,0.40923034,0.040016732,0.088190184,0.074944228,0.572364752,0.427635248,1
PWR,"Quanta Services, Inc.",USD,1731,-,"Quanta Services, Inc. provides infrastructure solutions for the electric and gas utility, renewable energy, communications, and pipeline and energy industries worldwide.",Electrical Contractors and Other Wiring Installation Contractors,United States,TX,Houston,CIK_0001050915,www.quantaservices.com,35303.36726,20882.206,17945.12,,1706.735,1092.935,17.904,19789.271,744.689,305.355,5917.122,163.879,3.393,6735.367,0,2539.919,15188.449,1990.788,0,3908.029,1100.928,4192.239,874.874,9192.598,5995.851,15188.449,,1,0.859349822,0.140650178,0.081731547,0.052338101,0.000857381,0.947661899,0.035661414,0.020104423,0.389580398,0.010789713,0.000223393,0.443453245,0,0.167227016,1,0.131072501,0,0.257302704,0.072484557,0.276014951,0.057601273,0.605236124,0.394763876,1
PLD,"Prologis, Inc.",USD,6798,-,"Prologis, Inc. is the global leader in logistics real estate with a focus on high-barrier, high-growth markets.",Other Financial Vehicles ,United States,CA,San Francisco,"CIK_0001045609,CIK_0000899881",www.prologis.com,155274.8793,8330.696,2010.335,,5876.601,3391.71,0,4938.986,3059.214,740.841,0,0,952.63,1697.261,0,77259.211,91949.409,1721.108,0,27576.513,43.655,1766.447,3758.587,33688.547,58260.862,91949.409,,1,0.241316572,0.758683428,0.70541537,0.40713405,0,0.59286595,0.367221898,0.00805705,0,0,0.010360371,0.01845864,0,0.84023608,1,0.018717989,0,0.299909627,0.000474772,0.019211075,0.040876685,0.366381333,0.633618667,1
CIA,"Citizens, Inc.",USD,6311,-,"Citizens, Inc., through its subsidiaries, provides life insurance products in the United States and internationally.",Direct Life Insurance Carriers ,United States,TX,Austin,CIK_0000024090,www.citizensinc.com,116.51136,241.088,199.056,,-5.13,-5.633,0,246.721,-5.29,16.785,9.661,0,20.905,47.351,0,12.009,1564.64,50.045,0,0,36.105,87.831,1324.062,1411.893,152.747,1564.64,,1,0.825657022,0.174342978,-0.021278537,-0.023364912,0,1.023364912,-0.021942195,0.010727707,0.006174583,0,0.013360901,0.030263192,0,0.007675248,1,0.031984993,0,0,0.023075596,0.056134958,0.846240669,0.902375626,0.097624374,1
PRT,PermRock Royalty Trust,USD,1311,-,"PermRock Royalty Trust owns 80% net profits interest in the oil and natural gas production properties acquired by Boaz Energy II, LLC in Permian Basin, Texas.",Crude Petroleum Extraction ,United States,TX,Fort Worth,CIK_0001724009,www.permrock.com,52.27829,9.0315,0,,0,8.1243,0,0.9072,8.1243,1.49425,0,0,0,1.49425,0,78.04547,79.53972,0,0,0,0.49425,0.49425,0,0.49425,79.04547,79.53972,,1,0,1,0,0.89955157,0,0.10044843,0.89955157,0.018786211,0,0,0,0.018786211,0,0.981213789,1,0,0,0,0.006213877,0.006213877,0,0.006213877,0.993786123,1
NEP,"NextEra Energy Partners, LP",USD,4911,-,"NextEra Energy Partners, LP acquires, owns, and manages contracted clean energy projects in the United States.",Hydroelectric Power Generation ,United States,FL,Juno Beach,CIK_0001603145,www.nexteraenergypartners.com,19879.28345,1078,518,,607,-28,9,1106,200,332,139,78,270,1122,0,15693,23213,103,0,5142,307,1840,1821,8803,14410,23213,,1,0.480519481,0.519480519,0.563079777,-0.025974026,0.008348794,1.025974026,0.185528757,0.014302331,0.005988024,0.003360186,0.011631413,0.048334985,0,0.676043596,1,0.004437169,0,0.221513807,0.013225348,0.079265929,0.078447422,0.379227157,0.620772843,1
GBAB,Guggenheim Taxable Municipal Bond & Investment Grade Debt Trust,USD,6726,-,"Guggenheim Taxable Municipal Bond & Investment Grade Debt Trust is a closed ended fixed income mutual fund launched by Guggenheim Partners, LLC. The fund is co-managed by Guggenheim Funds Investment Advisors, LLC and Guggenheim Partners Investment Management, LLC. It invests in fixed income markets of the United States.",Other Financial Vehicles ,United States,IL,Chicago,CIK_0001495825,www.guggenheiminvestments.com/cef/fund/gbab,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CMRE,Costamare Inc.,USD,4412,-,Costamare Inc. engages in owning and chartering containerships and dry bulk vessels that are chartered to liner companies providing transportation of cargoes worldwide.,Deep Sea Freight Transportation ,Monaco,0,Monaco,CIK_0001503584,www.costamare.com,3286.04667,1511.406,908.645,,521.78829,355.951,24.229,1155.455,385.749,726.011,67.716,66.572,93.254,1056.721,0,3898.68,5336.377,48.76,0,2087.88,61.649,672.931,51.314,2968.051,2368.326,5336.377,,1,0.60119187,0.39880813,0.345233703,0.23550985,0.016030769,0.76449015,0.255225267,0.136049421,0.012689508,0.012475131,0.017475152,0.198022179,0,0.730585564,1,0.009137285,0,0.391254216,0.011552595,0.126102597,0.009615887,0.556192151,0.443807849,1
RDY,Dr. Reddy's Laboratories Limited,USD,7372,-,ReadyTech Holdings Limited provides technology-based solutions in Australia.,Manufacturing and Reproducing Magnetic and Optical Media ,Australia,NSW,Sydney,0,readytech.com.au,441.5197,103.306,67.724,,14.555,9.345,0,93.961,4.975,20.616,11.472,0,0,37.734,0,7.012,259.282,3.56,0,46.949,29.708,49.95,30.199,131.03,128.252,259.282,,1,0.655566956,0.344433044,0.140892107,0.090459412,0,0.909540588,0.0481579,0.079511883,0.044245262,0,0,0.145532663,0,0.027043914,1,0.013730224,0,0.181073117,0.11457795,0.192647388,0.116471641,0.505357102,0.494642898,1
DQ,Daqo New Energy Corp.,USD,3674,-,"Daqo New Energy Corp., together with its subsidiaries, manufactures and sells polysilicon to photovoltaic product manufacturers in the People’s Republic of China.",Semiconductor and Related Device Manufacturing ,China,0,Shanghai,CIK_0001477641,www.dqsolar.com,386.08573,2695.649,1193.311,,1454.573,1323.209,14.473,1372.44,708.947,3280.816,275.843,129.067,150.633,3839.108,0,3237.803,7295.641,100.466,0,0,709.852,810.318,137.732,948.05,6347.591,7295.641,,1,0.442680408,0.557319592,0.539600297,0.490868433,0.005369022,0.509131567,0.262996777,0.449695373,0.037809289,0.017690975,0.020646986,0.526219423,0,0.443799661,1,0.013770689,0,0,0.097298099,0.111068788,0.01887867,0.129947458,0.870052542,1
CPG,Crescent Point Energy Corp.,USD,5812,-,"Compass Group PLC operates as a food and support services company in North America, Europe, and internationally.",Theater Companies and Dinner Theaters ,United Kingdom,0,Chertsey,"CIK_0001091877,CIK_0001027082",www.compass-group.com,40321.35864,31028,29077,,2254,1916,-38,29112,1314,843,3059,567,30,5695,0,1768,17600,2409,0,2401,1393,7635,1652,12439,5161,17600,,1,0.93712131,0.06287869,0.072644063,0.061750677,-0.0012247,0.938249323,0.042348846,0.047897727,0.173806818,0.032215909,0.001704545,0.323579545,0,0.100454545,1,0.136875,0,0.136420455,0.079147727,0.433806818,0.093863636,0.706761364,0.293238636,1
CHE,Chemed Corporation,USD,8082,-,"Chemed Corporation provides hospice and palliative care services to patients through a network of physicians, registered nurses, home health aides, social workers, clergy, and volunteers primarily in the United States.",Home Health Care Services,United States,OH,Cincinnati,CIK_0000019584,www.chemed.com,8739.47118,2225.159,1456.826,,368.627,314.193,8.109,1910.966,244.582,173.15,168.031,12.511,11.337,394.539,0,328.815,1562.079,56.508,0,0,42.946,297.219,146.271,542.836,1019.243,1562.079,,1,0.654706473,0.345293527,0.165663218,0.141200247,0.003644234,0.858799753,0.10991664,0.110845866,0.107568823,0.008009198,0.007257635,0.252573013,0,0.210498317,1,0.036174867,0,0,0.027492848,0.190271427,0.09363867,0.347508673,0.652491327,1
AVA,Avista Corporation,USD,4931,-,"Avista Corporation, together with its subsidiaries, operates as an electric and natural gas utility company.",Hydroelectric Power Generation ,United States,WA,Spokane,CIK_0000104918,www.avistacorp.com,5693.46545,1751.554,702.372,,523.729,258.32,7.461,1493.234,171.18,8.63,131.9,145.174,178.165,547.22,0,5761.388,7470.03,105.32,0,2608.444,125.11,583.464,1761.202,5060.143,2409.887,7470.03,,1,0.400999341,0.599000659,0.299008195,0.147480466,0.004259646,0.852519534,0.097730358,0.001155283,0.017657225,0.019434192,0.02385064,0.073255395,0,0.77126705,1,0.014099006,0,0.349187888,0.016748259,0.078107317,0.235769067,0.677392594,0.322607406,1
LCII,LCI Industries,USD,3711,-,"LCI Industries, together with its subsidiaries, manufactures and supplies components for the manufacturers of recreational vehicles (RVs) and adjacent industries in the United States and internationally.",Automobile and Light Duty Motor Vehicle Manufacturing ,United States,IN,Elkhart,CIK_0000763744,www.lci1.com,4307.05283,3784.808,3008.618,,255.196,123.428,0,3661.38,64.195,31.242,338.847,791.884,0,1230.639,0,706.258,3033.807,198.914,0,908.245,121.084,414.016,128.117,1661.667,1372.14,3033.807,,1,0.794919584,0.205080416,0.067426406,0.03261143,0,0.96738857,0.01696123,0.010297952,0.111690361,0.2610199,0,0.405641822,0,0.232795956,1,0.065565806,0,0.29937468,0.03991157,0.136467481,0.042229779,0.54771678,0.45228322,1
