NAICS,LineItems,Value,Percent,ReportID,Industry
541512,Total Assets,291818.1818,100%,Assets,Computer Systems Design Services
541512,Short Term Debt,125190,43%,Liabilities & Equity,Computer Systems Design Services
541512,Accounts Payable,74413.63636,26%,Liabilities & Equity,Computer Systems Design Services
541512,Other Current Liabilities,82292.72727,28%,Liabilities & Equity,Computer Systems Design Services
541512,Total Current Liabilities,285398.1818,98%,Liabilities & Equity,Computer Systems Design Services
541512,Long Term Debt,65950.90909,23%,Liabilities & Equity,Computer Systems Design Services
541512,Other Non-Current Liabilities,291.8181818,0%,Liabilities & Equity,Computer Systems Design Services
541512,Net Worth,-59530.90909,-20%,Liabilities & Equity,Computer Systems Design Services
541512,Total Liabilities & Equity,291818.1818,100%,Liabilities & Equity,Computer Systems Design Services
541513,Cash,1571764.444,28%,Assets,Computer Facilities Management Services
541513,Accounts Receivables,1493176.222,27%,Assets,Computer Facilities Management Services
541513,Inventories,325579.7778,6%,Assets,Computer Facilities Management Services
541513,Other Current Assets,196470.5556,4%,Assets,Computer Facilities Management Services
541513,Total Current Assets,3586991,64%,Assets,Computer Facilities Management Services
541513,Fixed Assets,499596.5556,9%,Assets,Computer Facilities Management Services
541513,Intangibles,1004806.556,18%,Assets,Computer Facilities Management Services
541513,Other Non-Current Assets,522050.3333,9%,Assets,Computer Facilities Management Services
541513,Total Assets,5613444.444,100%,Assets,Computer Facilities Management Services
541513,Short Term Debt,336806.6667,6%,Liabilities & Equity,Computer Facilities Management Services
541513,Accounts Payable,724134.3333,13%,Liabilities & Equity,Computer Facilities Management Services
541513,Other Current Liabilities,937445.2222,17%,Liabilities & Equity,Computer Facilities Management Services
541513,Total Current Liabilities,2149949.222,38%,Liabilities & Equity,Computer Facilities Management Services
541513,Long Term Debt,623092.3333,11%,Liabilities & Equity,Computer Facilities Management Services
541513,Other Non-Current Liabilities,398554.5556,7%,Liabilities & Equity,Computer Facilities Management Services
541513,Net Worth,2447461.778,44%,Liabilities & Equity,Computer Facilities Management Services
541513,Total Liabilities & Equity,5613444.444,100%,Liabilities & Equity,Computer Facilities Management Services
541519,Cash,107473.3333,47%,Assets,Other Computer Related Services
541519,Accounts Receivables,55566,24%,Assets,Other Computer Related Services
541519,Inventories,4344.666667,2%,Assets,Other Computer Related Services
541519,Other Current Assets,10747.33333,5%,Assets,Other Computer Related Services
541519,Total Current Assets,178131.3333,78%,Assets,Other Computer Related Services
541519,Fixed Assets,27211.33333,12%,Assets,Other Computer Related Services
541519,Intangibles,15778,7%,Assets,Other Computer Related Services
541519,Other Non-Current Assets,8003.333333,4%,Assets,Other Computer Related Services
541519,Total Assets,228666.6667,100%,Assets,Other Computer Related Services
541519,Short Term Debt,49849.33333,22%,Liabilities & Equity,Other Computer Related Services
541519,Accounts Payable,18064.66667,8%,Liabilities & Equity,Other Computer Related Services
541519,Other Current Liabilities,58767.33333,26%,Liabilities & Equity,Other Computer Related Services
541519,Total Current Liabilities,132169.3333,58%,Liabilities & Equity,Other Computer Related Services
541519,Long Term Debt,60139.33333,26%,Liabilities & Equity,Other Computer Related Services
541519,Other Non-Current Liabilities,19894,9%,Liabilities & Equity,Other Computer Related Services
541519,Net Worth,16235.33333,7%,Liabilities & Equity,Other Computer Related Services
541519,Total Liabilities & Equity,228666.6667,100%,Liabilities & Equity,Other Computer Related Services
541611,Cash,116440.7692,48%,Assets,Administrative Management and General Management Consulting Services
541611,Accounts Receivables,21327.04615,9%,Assets,Administrative Management and General Management Consulting Services
541611,Inventories,4412.492308,2%,Assets,Administrative Management and General Management Consulting Services
541611,Other Current Assets,18140.24615,7%,Assets,Administrative Management and General Management Consulting Services
541611,Total Current Assets,160565.6923,66%,Assets,Administrative Management and General Management Consulting Services
541611,Fixed Assets,31377.72308,13%,Assets,Administrative Management and General Management Consulting Services
541611,Intangibles,8579.846154,4%,Assets,Administrative Management and General Management Consulting Services
541611,Other Non-Current Assets,44370.06154,18%,Assets,Administrative Management and General Management Consulting Services
541611,Total Assets,245138.4615,100%,Assets,Administrative Management and General Management Consulting Services
541611,Short Term Debt,81631.10769,33%,Liabilities & Equity,Administrative Management and General Management Consulting Services
541611,Accounts Payable,8579.846154,4%,Liabilities & Equity,Administrative Management and General Management Consulting Services
541611,Other Current Liabilities,50743.66154,21%,Liabilities & Equity,Administrative Management and General Management Consulting Services
541611,Total Current Liabilities,148799.0462,61%,Liabilities & Equity,Administrative Management and General Management Consulting Services
541611,Long Term Debt,61774.89231,25%,Liabilities & Equity,Administrative Management and General Management Consulting Services
541611,Other Non-Current Liabilities,6863.876923,3%,Liabilities & Equity,Administrative Management and General Management Consulting Services
541611,Net Worth,27700.64615,11%,Liabilities & Equity,Administrative Management and General Management Consulting Services
541611,Total Liabilities & Equity,245138.4615,100%,Liabilities & Equity,Administrative Management and General Management Consulting Services
541612,Cash,1121040,22%,Assets,Human Resources Consulting Services
541612,Accounts Receivables,1520670,29%,Assets,Human Resources Consulting Services
541612,Inventories,0,0%,Assets,Human Resources Consulting Services
541612,Other Current Assets,529380,10%,Assets,Human Resources Consulting Services
541612,Total Current Assets,3165900,61%,Assets,Human Resources Consulting Services
541612,Fixed Assets,212790,4%,Assets,Human Resources Consulting Services
541612,Intangibles,1001670,19%,Assets,Human Resources Consulting Services
541612,Other Non-Current Assets,809640,16%,Assets,Human Resources Consulting Services
541612,Total Assets,5190000,100%,Assets,Human Resources Consulting Services
541612,Short Term Debt,212790,4%,Liabilities & Equity,Human Resources Consulting Services
541612,Accounts Payable,295830,6%,Liabilities & Equity,Human Resources Consulting Services
541612,Other Current Liabilities,1520670,29%,Liabilities & Equity,Human Resources Consulting Services
541612,Total Current Liabilities,2070810,40%,Liabilities & Equity,Human Resources Consulting Services
541612,Long Term Debt,467100,9%,Liabilities & Equity,Human Resources Consulting Services
541612,Other Non-Current Liabilities,88230,2%,Liabilities & Equity,Human Resources Consulting Services
541612,Net Worth,2558670,49%,Liabilities & Equity,Human Resources Consulting Services
541612,Total Liabilities & Equity,5190000,100%,Liabilities & Equity,Human Resources Consulting Services
541613,Cash,118199.5652,55%,Assets,Marketing Consulting Services
541613,Accounts Receivables,27659.13043,13%,Assets,Marketing Consulting Services
541613,Inventories,2593.043478,1%,Assets,Marketing Consulting Services
541613,Other Current Assets,15126.08696,7%,Assets,Marketing Consulting Services
541613,Total Current Assets,163793.913,76%,Assets,Marketing Consulting Services
541613,Fixed Assets,12533.04348,6%,Assets,Marketing Consulting Services
541613,Intangibles,6914.782609,3%,Assets,Marketing Consulting Services
541613,Other Non-Current Assets,32845.21739,15%,Assets,Marketing Consulting Services
541613,Total Assets,216086.9565,100%,Assets,Marketing Consulting Services
541613,Short Term Debt,92701.30435,43%,Liabilities & Equity,Marketing Consulting Services
541613,Accounts Payable,8643.478261,4%,Liabilities & Equity,Marketing Consulting Services
541613,Other Current Liabilities,53589.56522,25%,Liabilities & Equity,Marketing Consulting Services
541613,Total Current Liabilities,183457.8261,85%,Liabilities & Equity,Marketing Consulting Services
541613,Long Term Debt,54670,25%,Liabilities & Equity,Marketing Consulting Services
541613,Other Non-Current Liabilities,12965.21739,6%,Liabilities & Equity,Marketing Consulting Services
541613,Net Worth,-35006.08696,-16%,Liabilities & Equity,Marketing Consulting Services
541613,Total Liabilities & Equity,216086.9565,100%,Liabilities & Equity,Marketing Consulting Services
541614,Cash,306925.1429,28%,Assets,"Process, Physical Distribution, and Logistics Consulting Services"
541614,Accounts Receivables,390328.7143,35%,Assets,"Process, Physical Distribution, and Logistics Consulting Services"
541614,Inventories,8896.380952,1%,Assets,"Process, Physical Distribution, and Logistics Consulting Services"
541614,Other Current Assets,32249.38095,3%,Assets,"Process, Physical Distribution, and Logistics Consulting Services"
541614,Total Current Assets,738399.619,66%,Assets,"Process, Physical Distribution, and Logistics Consulting Services"
541614,Fixed Assets,127885.4762,12%,Assets,"Process, Physical Distribution, and Logistics Consulting Services"
541614,Intangibles,87851.7619,8%,Assets,"Process, Physical Distribution, and Logistics Consulting Services"
541614,Other Non-Current Assets,157910.7619,14%,Assets,"Process, Physical Distribution, and Logistics Consulting Services"
541614,Total Assets,1112047.619,100%,Assets,"Process, Physical Distribution, and Logistics Consulting Services"
541614,Short Term Debt,142342.0952,13%,Liabilities & Equity,"Process, Physical Distribution, and Logistics Consulting Services"
541614,Accounts Payable,126773.4286,11%,Liabilities & Equity,"Process, Physical Distribution, and Logistics Consulting Services"
541614,Other Current Liabilities,207952.9048,19%,Liabilities & Equity,"Process, Physical Distribution, and Logistics Consulting Services"
541614,Total Current Liabilities,495973.2381,45%,Liabilities & Equity,"Process, Physical Distribution, and Logistics Consulting Services"
541614,Long Term Debt,141230.0476,13%,Liabilities & Equity,"Process, Physical Distribution, and Logistics Consulting Services"
541614,Other Non-Current Liabilities,24465.04762,2%,Liabilities & Equity,"Process, Physical Distribution, and Logistics Consulting Services"
541614,Net Worth,449267.2381,40%,Liabilities & Equity,"Process, Physical Distribution, and Logistics Consulting Services"
541614,Total Liabilities & Equity,1112047.619,100%,Liabilities & Equity,"Process, Physical Distribution, and Logistics Consulting Services"
541618,Cash,81380.75,29%,Assets,Other Management Consulting Services
541618,Accounts Receivables,51661.5,19%,Assets,Other Management Consulting Services
541618,Inventories,833.25,0%,Assets,Other Management Consulting Services
541618,Other Current Assets,35552,13%,Assets,Other Management Consulting Services
541618,Total Current Assets,169427.5,61%,Assets,Other Management Consulting Services
541618,Fixed Assets,45828.75,17%,Assets,Other Management Consulting Services
541618,Intangibles,6943.75,3%,Assets,Other Management Consulting Services
541618,Other Non-Current Assets,55827.75,20%,Assets,Other Management Consulting Services
541618,Total Assets,277750,100%,Assets,Other Management Consulting Services
541618,Short Term Debt,158039.75,57%,Liabilities & Equity,Other Management Consulting Services
541618,Accounts Payable,26386.25,10%,Liabilities & Equity,Other Management Consulting Services
541618,Other Current Liabilities,78603.25,28%,Liabilities & Equity,Other Management Consulting Services
541618,Total Current Liabilities,267195.5,96%,Liabilities & Equity,Other Management Consulting Services
541618,Long Term Debt,38051.75,14%,Liabilities & Equity,Other Management Consulting Services
541618,Other Non-Current Liabilities,1666.5,1%,Liabilities & Equity,Other Management Consulting Services
541618,Net Worth,-28886,-10%,Liabilities & Equity,Other Management Consulting Services
541618,Total Liabilities & Equity,277750,100%,Liabilities & Equity,Other Management Consulting Services
541620,Cash,385476,27%,Assets,Environmental Consulting Services
541620,Accounts Receivables,504306.9474,35%,Assets,Environmental Consulting Services
541620,Inventories,13042.42105,1%,Assets,Environmental Consulting Services
541620,Other Current Assets,40576.42105,3%,Assets,Environmental Consulting Services
541620,Total Current Assets,941952.6316,65%,Assets,Environmental Consulting Services
541620,Fixed Assets,382577.6842,26%,Assets,Environmental Consulting Services
541620,Intangibles,55068,4%,Assets,Environmental Consulting Services
541620,Other Non-Current Assets,68110.42105,5%,Assets,Environmental Consulting Services
541620,Total Assets,1449157.895,100%,Assets,Environmental Consulting Services
541620,Short Term Debt,101441.0526,7%,Liabilities & Equity,Environmental Consulting Services
541620,Accounts Payable,78254.52632,5%,Liabilities & Equity,Environmental Consulting Services
541620,Other Current Liabilities,78254.52632,5%,Liabilities & Equity,Environmental Consulting Services
541620,Total Current Liabilities,326060.5263,23%,Liabilities & Equity,Environmental Consulting Services
541620,Long Term Debt,428950.7368,30%,Liabilities & Equity,Environmental Consulting Services
541620,Other Non-Current Liabilities,18839.05263,1%,Liabilities & Equity,Environmental Consulting Services
541620,Net Worth,675307.5789,47%,Liabilities & Equity,Environmental Consulting Services
541620,Total Liabilities & Equity,1449157.895,100%,Liabilities & Equity,Environmental Consulting Services
541690,Cash,522765.7353,42%,Assets,Other Scientific and Technical Consulting Services
541690,Accounts Receivables,479936.7353,38%,Assets,Other Scientific and Technical Consulting Services
541690,Inventories,12596.76471,1%,Assets,Other Scientific and Technical Consulting Services
541690,Other Current Assets,31491.91176,3%,Assets,Other Scientific and Technical Consulting Services
541690,Total Current Assets,1046791.147,83%,Assets,Other Scientific and Technical Consulting Services
541690,Fixed Assets,70541.88235,6%,Assets,Other Scientific and Technical Consulting Services
541690,Intangibles,93216.05882,7%,Assets,Other Scientific and Technical Consulting Services
541690,Other Non-Current Assets,49127.38235,4%,Assets,Other Scientific and Technical Consulting Services
541690,Total Assets,1259676.471,100%,Assets,Other Scientific and Technical Consulting Services
541690,Short Term Debt,180133.7353,14%,Liabilities & Equity,Other Scientific and Technical Consulting Services
541690,Accounts Payable,84398.32353,7%,Liabilities & Equity,Other Scientific and Technical Consulting Services
541690,Other Current Liabilities,180133.7353,14%,Liabilities & Equity,Other Scientific and Technical Consulting Services
541690,Total Current Liabilities,461041.5882,37%,Liabilities & Equity,Other Scientific and Technical Consulting Services
541690,Long Term Debt,167536.9706,13%,Liabilities & Equity,Other Scientific and Technical Consulting Services
541690,Other Non-Current Liabilities,28972.55882,2%,Liabilities & Equity,Other Scientific and Technical Consulting Services
541690,Net Worth,600865.6765,48%,Liabilities & Equity,Other Scientific and Technical Consulting Services
541690,Total Liabilities & Equity,1259676.471,100%,Liabilities & Equity,Other Scientific and Technical Consulting Services
541714,Cash,1110694.2,23%,Assets,Research and Development in Biotechnology (except Nanobiotechnology)
541714,Accounts Receivables,980872.8,20%,Assets,Research and Development in Biotechnology (except Nanobiotechnology)
541714,Inventories,355806.8,7%,Assets,Research and Development in Biotechnology (except Nanobiotechnology)
541714,Other Current Assets,67314.8,1%,Assets,Research and Development in Biotechnology (except Nanobiotechnology)
541714,Total Current Assets,2514688.6,52%,Assets,Research and Development in Biotechnology (except Nanobiotechnology)
541714,Fixed Assets,1562665,33%,Assets,Research and Development in Biotechnology (except Nanobiotechnology)
541714,Intangibles,331765.8,7%,Assets,Research and Development in Biotechnology (except Nanobiotechnology)
541714,Other Non-Current Assets,403888.8,8%,Assets,Research and Development in Biotechnology (except Nanobiotechnology)
541714,Total Assets,4808200,100%,Assets,Research and Development in Biotechnology (except Nanobiotechnology)
541714,Short Term Debt,336574,7%,Liabilities & Equity,Research and Development in Biotechnology (except Nanobiotechnology)
541714,Accounts Payable,423121.6,9%,Liabilities & Equity,Research and Development in Biotechnology (except Nanobiotechnology)
541714,Other Current Liabilities,822202.2,17%,Liabilities & Equity,Research and Development in Biotechnology (except Nanobiotechnology)
541714,Total Current Liabilities,1634788,34%,Liabilities & Equity,Research and Development in Biotechnology (except Nanobiotechnology)
541714,Long Term Debt,716421.8,15%,Liabilities & Equity,Research and Development in Biotechnology (except Nanobiotechnology)
541714,Other Non-Current Liabilities,389464.2,8%,Liabilities & Equity,Research and Development in Biotechnology (except Nanobiotechnology)
541714,Net Worth,2029060.4,42%,Liabilities & Equity,Research and Development in Biotechnology (except Nanobiotechnology)
541714,Total Liabilities & Equity,4808200,100%,Liabilities & Equity,Research and Development in Biotechnology (except Nanobiotechnology)
541715,Cash,1387228.8,25%,Assets,"Research & Development in the Physical, Engineering, & Life Sciences (except Nanotechnology and Biotechnology)"
541715,Accounts Receivables,980531.2,18%,Assets,"Research & Development in the Physical, Engineering, & Life Sciences (except Nanotechnology and Biotechnology)"
541715,Inventories,462409.6,8%,Assets,"Research & Development in the Physical, Engineering, & Life Sciences (except Nanotechnology and Biotechnology)"
541715,Other Current Assets,61283.2,1%,Assets,"Research & Development in the Physical, Engineering, & Life Sciences (except Nanotechnology and Biotechnology)"
541715,Total Current Assets,2885881.6,52%,Assets,"Research & Development in the Physical, Engineering, & Life Sciences (except Nanotechnology and Biotechnology)"
541715,Fixed Assets,1314803.2,24%,Assets,"Research & Development in the Physical, Engineering, & Life Sciences (except Nanotechnology and Biotechnology)"
541715,Intangibles,278560,5%,Assets,"Research & Development in the Physical, Engineering, & Life Sciences (except Nanotechnology and Biotechnology)"
541715,Other Non-Current Assets,1091955.2,20%,Assets,"Research & Development in the Physical, Engineering, & Life Sciences (except Nanotechnology and Biotechnology)"
541715,Total Assets,5571200,100%,Assets,"Research & Development in the Physical, Engineering, & Life Sciences (except Nanotechnology and Biotechnology)"
541715,Short Term Debt,373270.4,7%,Liabilities & Equity,"Research & Development in the Physical, Engineering, & Life Sciences (except Nanotechnology and Biotechnology)"
541715,Accounts Payable,278560,5%,Liabilities & Equity,"Research & Development in the Physical, Engineering, & Life Sciences (except Nanotechnology and Biotechnology)"
541715,Other Current Liabilities,791110.4,14%,Liabilities & Equity,"Research & Development in the Physical, Engineering, & Life Sciences (except Nanotechnology and Biotechnology)"
541715,Total Current Liabilities,1459654.4,26%,Liabilities & Equity,"Research & Development in the Physical, Engineering, & Life Sciences (except Nanotechnology and Biotechnology)"
541715,Long Term Debt,317558.4,6%,Liabilities & Equity,"Research & Development in the Physical, Engineering, & Life Sciences (except Nanotechnology and Biotechnology)"
541715,Other Non-Current Liabilities,217276.8,4%,Liabilities & Equity,"Research & Development in the Physical, Engineering, & Life Sciences (except Nanotechnology and Biotechnology)"
541715,Net Worth,3571139.2,64%,Liabilities & Equity,"Research & Development in the Physical, Engineering, & Life Sciences (except Nanotechnology and Biotechnology)"
541715,Total Liabilities & Equity,5571200,100%,Liabilities & Equity,"Research & Development in the Physical, Engineering, & Life Sciences (except Nanotechnology and Biotechnology)"
541810,Cash,111117.2308,41%,Assets,Advertising Agencies
541810,Accounts Receivables,37311.42308,14%,Assets,Advertising Agencies
541810,Inventories,8442.730769,3%,Assets,Advertising Agencies
541810,Other Current Assets,5446.923077,2%,Assets,Advertising Agencies
541810,Total Current Assets,162318.3077,60%,Assets,Advertising Agencies
541810,Fixed Assets,52562.80769,19%,Assets,Advertising Agencies
541810,Intangibles,12527.92308,5%,Assets,Advertising Agencies
541810,Other Non-Current Assets,44937.11538,17%,Assets,Advertising Agencies
541810,Total Assets,272346.1538,100%,Assets,Advertising Agencies
541810,Short Term Debt,79525.07692,29%,Liabilities & Equity,Advertising Agencies
541810,Accounts Payable,20425.96154,8%,Liabilities & Equity,Advertising Agencies
541810,Other Current Liabilities,39762.53846,15%,Liabilities & Equity,Advertising Agencies
541810,Total Current Liabilities,146249.8846,54%,Liabilities & Equity,Advertising Agencies
541810,Long Term Debt,62367.26923,23%,Liabilities & Equity,Advertising Agencies
541810,Other Non-Current Liabilities,544.6923077,0%,Liabilities & Equity,Advertising Agencies
541810,Net Worth,63456.65385,23%,Liabilities & Equity,Advertising Agencies
541810,Total Liabilities & Equity,272346.1538,100%,Liabilities & Equity,Advertising Agencies
541820,Cash,435622.6,38%,Assets,Public Relations Agencies
541820,Accounts Receivables,403439.4,35%,Assets,Public Relations Agencies
541820,Inventories,0,0%,Assets,Public Relations Agencies
541820,Other Current Assets,21838.6,2%,Assets,Public Relations Agencies
541820,Total Current Assets,859751.2,75%,Assets,Public Relations Agencies
541820,Fixed Assets,27585.6,2%,Assets,Public Relations Agencies
541820,Intangibles,79308.6,7%,Assets,Public Relations Agencies
541820,Other Non-Current Assets,181605.2,16%,Assets,Public Relations Agencies
541820,Total Assets,1149400,100%,Assets,Public Relations Agencies
541820,Short Term Debt,95400.2,8%,Liabilities & Equity,Public Relations Agencies
541820,Accounts Payable,63217,6%,Liabilities & Equity,Public Relations Agencies
541820,Other Current Liabilities,106894.2,9%,Liabilities & Equity,Public Relations Agencies
541820,Total Current Liabilities,281603,25%,Liabilities & Equity,Public Relations Agencies
541820,Long Term Debt,37930.2,3%,Liabilities & Equity,Public Relations Agencies
541820,Other Non-Current Liabilities,33332.6,3%,Liabilities & Equity,Public Relations Agencies
541820,Net Worth,796534.2,69%,Liabilities & Equity,Public Relations Agencies
541820,Total Liabilities & Equity,1149400,100%,Liabilities & Equity,Public Relations Agencies
541850,Cash,2937536.846,11%,Assets,Indoor and Outdoor Display Advertising
541850,Accounts Receivables,3706238.077,14%,Assets,Indoor and Outdoor Display Advertising
541850,Inventories,2827722.385,10%,Assets,Indoor and Outdoor Display Advertising
541850,Other Current Assets,823608.4615,3%,Assets,Indoor and Outdoor Display Advertising
541850,Total Current Assets,10295105.77,38%,Assets,Indoor and Outdoor Display Advertising
541850,Fixed Assets,9965662.385,36%,Assets,Indoor and Outdoor Display Advertising
541850,Intangibles,4996558,18%,Assets,Indoor and Outdoor Display Advertising
541850,Other Non-Current Assets,2223742.846,8%,Assets,Indoor and Outdoor Display Advertising
541850,Total Assets,27453615.38,100%,Assets,Indoor and Outdoor Display Advertising
541850,Short Term Debt,1235412.692,5%,Liabilities & Equity,Indoor and Outdoor Display Advertising
541850,Accounts Payable,1290319.923,5%,Liabilities & Equity,Indoor and Outdoor Display Advertising
541850,Other Current Liabilities,4804382.692,18%,Liabilities & Equity,Indoor and Outdoor Display Advertising
541850,Total Current Liabilities,8236084.615,30%,Liabilities & Equity,Indoor and Outdoor Display Advertising
541850,Long Term Debt,9910755.154,36%,Liabilities & Equity,Indoor and Outdoor Display Advertising
541850,Other Non-Current Liabilities,1070691,4%,Liabilities & Equity,Indoor and Outdoor Display Advertising
541850,Net Worth,8236084.615,30%,Liabilities & Equity,Indoor and Outdoor Display Advertising
541850,Total Liabilities & Equity,27453615.38,100%,Liabilities & Equity,Indoor and Outdoor Display Advertising
541860,Cash,528794.8,11%,Assets,Direct Mail Advertising
541860,Accounts Receivables,697260.4,15%,Assets,Direct Mail Advertising
541860,Inventories,210582,5%,Assets,Direct Mail Advertising
541860,Other Current Assets,37436.8,1%,Assets,Direct Mail Advertising
541860,Total Current Assets,1469394.4,31%,Assets,Direct Mail Advertising
541860,Fixed Assets,1474074,32%,Assets,Direct Mail Advertising
541860,Intangibles,1123104,24%,Assets,Direct Mail Advertising
541860,Other Non-Current Assets,608348,13%,Assets,Direct Mail Advertising
541860,Total Assets,4679600,100%,Assets,Direct Mail Advertising
541860,Short Term Debt,37436.8,1%,Liabilities & Equity,Direct Mail Advertising
541860,Accounts Payable,734697.2,16%,Liabilities & Equity,Direct Mail Advertising
541860,Other Current Liabilities,832968.8,18%,Liabilities & Equity,Direct Mail Advertising
541860,Total Current Liabilities,1942034,42%,Liabilities & Equity,Direct Mail Advertising
541860,Long Term Debt,1188618.4,25%,Liabilities & Equity,Direct Mail Advertising
541860,Other Non-Current Liabilities,1399200.4,30%,Liabilities & Equity,Direct Mail Advertising
541860,Net Worth,116990,3%,Liabilities & Equity,Direct Mail Advertising
541860,Total Liabilities & Equity,4679600,100%,Liabilities & Equity,Direct Mail Advertising
541890,Cash,1342981.6,24%,Assets,Other Services Related to Advertising
541890,Accounts Receivables,1957566.4,34%,Assets,Other Services Related to Advertising
541890,Inventories,557678.8,10%,Assets,Other Services Related to Advertising
541890,Other Current Assets,73977.8,1%,Assets,Other Services Related to Advertising
541890,Total Current Assets,3932204.6,69%,Assets,Other Services Related to Advertising
541890,Fixed Assets,648728.4,11%,Assets,Other Services Related to Advertising
541890,Intangibles,517844.6,9%,Assets,Other Services Related to Advertising
541890,Other Non-Current Assets,591822.4,10%,Assets,Other Services Related to Advertising
541890,Total Assets,5690600,100%,Assets,Other Services Related to Advertising
541890,Short Term Debt,455248,8%,Liabilities & Equity,Other Services Related to Advertising
541890,Accounts Payable,819446.4,14%,Liabilities & Equity,Other Services Related to Advertising
541890,Other Current Liabilities,1018617.4,18%,Liabilities & Equity,Other Services Related to Advertising
541890,Total Current Liabilities,2361599,42%,Liabilities & Equity,Other Services Related to Advertising
541890,Long Term Debt,745468.6,13%,Liabilities & Equity,Other Services Related to Advertising
541890,Other Non-Current Liabilities,278839.4,5%,Liabilities & Equity,Other Services Related to Advertising
541890,Net Worth,2299002.4,40%,Liabilities & Equity,Other Services Related to Advertising
541890,Total Liabilities & Equity,5690600,100%,Liabilities & Equity,Other Services Related to Advertising
541910,Cash,2051500,37%,Assets,Marketing Research and Public Opinion Polling
541910,Accounts Receivables,2161500,39%,Assets,Marketing Research and Public Opinion Polling
541910,Inventories,5500,0%,Assets,Marketing Research and Public Opinion Polling
541910,Other Current Assets,225500,4%,Assets,Marketing Research and Public Opinion Polling
541910,Total Current Assets,4444000,81%,Assets,Marketing Research and Public Opinion Polling
541910,Fixed Assets,280500,5%,Assets,Marketing Research and Public Opinion Polling
541910,Intangibles,49500,1%,Assets,Marketing Research and Public Opinion Polling
541910,Other Non-Current Assets,720500,13%,Assets,Marketing Research and Public Opinion Polling
541910,Total Assets,5500000,100%,Assets,Marketing Research and Public Opinion Polling
541910,Short Term Debt,258500,5%,Liabilities & Equity,Marketing Research and Public Opinion Polling
541910,Accounts Payable,1034000,19%,Liabilities & Equity,Marketing Research and Public Opinion Polling
541910,Other Current Liabilities,836000,15%,Liabilities & Equity,Marketing Research and Public Opinion Polling
541910,Total Current Liabilities,2145000,39%,Liabilities & Equity,Marketing Research and Public Opinion Polling
541910,Long Term Debt,258500,5%,Liabilities & Equity,Marketing Research and Public Opinion Polling
541910,Other Non-Current Liabilities,423500,8%,Liabilities & Equity,Marketing Research and Public Opinion Polling
541910,Net Worth,2673000,49%,Liabilities & Equity,Marketing Research and Public Opinion Polling
541910,Total Liabilities & Equity,5500000,100%,Liabilities & Equity,Marketing Research and Public Opinion Polling
541940,Cash,121359.3333,42%,Assets,Veterinary Services
541940,Accounts Receivables,7548.666667,3%,Assets,Veterinary Services
541940,Inventories,30485,11%,Assets,Veterinary Services
541940,Other Current Assets,4355,2%,Assets,Veterinary Services
541940,Total Current Assets,164038.3333,57%,Assets,Veterinary Services
541940,Fixed Assets,77519,27%,Assets,Veterinary Services
541940,Intangibles,36001.33333,12%,Assets,Veterinary Services
541940,Other Non-Current Assets,12774.66667,4%,Assets,Veterinary Services
541940,Total Assets,290333.3333,100%,Assets,Veterinary Services
541940,Short Term Debt,28743,10%,Liabilities & Equity,Veterinary Services
541940,Accounts Payable,21775,8%,Liabilities & Equity,Veterinary Services
541940,Other Current Liabilities,69970.33333,24%,Liabilities & Equity,Veterinary Services
541940,Total Current Liabilities,126875.6667,44%,Liabilities & Equity,Veterinary Services
541940,Long Term Debt,127166,44%,Liabilities & Equity,Veterinary Services
541940,Other Non-Current Liabilities,15678,5%,Liabilities & Equity,Veterinary Services
541940,Net Worth,20323.33333,7%,Liabilities & Equity,Veterinary Services
541940,Total Liabilities & Equity,290333.3333,100%,Liabilities & Equity,Veterinary Services
541990,Cash,108533.0769,51%,Assets,"All Other Professional, Scientific, and Technical Services"
541990,Accounts Receivables,17314.61538,8%,Assets,"All Other Professional, Scientific, and Technical Services"
541990,Inventories,5912.307692,3%,Assets,"All Other Professional, Scientific, and Technical Services"
541990,Other Current Assets,11402.30769,5%,Assets,"All Other Professional, Scientific, and Technical Services"
541990,Total Current Assets,143162.3077,68%,Assets,"All Other Professional, Scientific, and Technical Services"
541990,Fixed Assets,29983.84615,14%,Assets,"All Other Professional, Scientific, and Technical Services"
541990,Intangibles,4011.923077,2%,Assets,"All Other Professional, Scientific, and Technical Services"
541990,Other Non-Current Assets,34206.92308,16%,Assets,"All Other Professional, Scientific, and Technical Services"
541990,Total Assets,211153.8462,100%,Assets,"All Other Professional, Scientific, and Technical Services"
541990,Short Term Debt,52577.30769,25%,Liabilities & Equity,"All Other Professional, Scientific, and Technical Services"
541990,Accounts Payable,8023.846154,4%,Liabilities & Equity,"All Other Professional, Scientific, and Technical Services"
541990,Other Current Liabilities,63135,30%,Liabilities & Equity,"All Other Professional, Scientific, and Technical Services"
541990,Total Current Liabilities,125636.5385,60%,Liabilities & Equity,"All Other Professional, Scientific, and Technical Services"
541990,Long Term Debt,50043.46154,24%,Liabilities & Equity,"All Other Professional, Scientific, and Technical Services"
541990,Other Non-Current Liabilities,11191.15385,5%,Liabilities & Equity,"All Other Professional, Scientific, and Technical Services"
541990,Net Worth,24282.69231,12%,Liabilities & Equity,"All Other Professional, Scientific, and Technical Services"
541990,Total Liabilities & Equity,211153.8462,100%,Liabilities & Equity,"All Other Professional, Scientific, and Technical Services"
551112,Cash,75675.6,29%,Assets,Offices of Other Holding Companies
