Code,Indicator,Year,Index,% Change
E303,MSCI World Index,2005,236.38,28.8
E303,MSCI World Index,2006,292.74,56.4
E303,MSCI World Index,2007,333.92,41.2
E303,MSCI World Index,2008,176.75,-157.2
E303,MSCI World Index,2009,242.91,66.2
E303,MSCI World Index,2010,263.36,20.5
E303,MSCI World Index,2011,220.87,-42.5
E303,MSCI World Index,2012,250.36,29.5
E303,MSCI World Index,2013,281.06,30.7
E303,MSCI World Index,2014,263.38,-17.7
E303,MSCI World Index,2015,242.35,-21
E303,MSCI World Index,2016,246.39,4
E303,MSCI World Index,2017,305.67,59.3
E303,MSCI World Index,2018,255.41,-50.3
E303,MSCI World Index,2019,301.67,46.3
E303,MSCI World Index,2020,326.46,24.8
E303,MSCI World Index,2021,344.33,17.9
E303,MSCI World Index,2022,281.31,-63
E303,MSCI World Index,2023,316.62,35.3
E303,MSCI World Index,2024,305.82,-10.8
E303,MSCI World Index,2025,299.6,-6.2
E303,MSCI World Index,2026,295.3,-4.3
E303,MSCI World Index,2027,290.91,-4.4
E303,MSCI World Index,2028,285.91,-5
E303,MSCI World Index,2029,282.28,-3.6
E303,MSCI World Index,2030,278.11,-4.2
A6000,Non-NATO defense spending,1980,341.03,0
A6000,Non-NATO defense spending,1981,350.25,2.7
A6000,Non-NATO defense spending,1982,324.49,-7.4
A6000,Non-NATO defense spending,1983,299.2,-7.8
A6000,Non-NATO defense spending,1984,291.87,-2.5
A6000,Non-NATO defense spending,1985,275.04,-5.8
A6000,Non-NATO defense spending,1986,255.84,-7
A6000,Non-NATO defense spending,1987,858.66,235.6
A6000,Non-NATO defense spending,1988,927.98,8.1
A6000,Non-NATO defense spending,1989,849.65,-8.5
A6000,Non-NATO defense spending,1990,868.93,2.3
A6000,Non-NATO defense spending,1991,409.22,-52.9
A6000,Non-NATO defense spending,1992,399.82,-2.3
A6000,Non-NATO defense spending,1993,385.95,-3.5
A6000,Non-NATO defense spending,1994,411.44,6.6
A6000,Non-NATO defense spending,1995,435.38,5.8
A6000,Non-NATO defense spending,1996,435.08,-0.1
A6000,Non-NATO defense spending,1997,445.79,2.5
A6000,Non-NATO defense spending,1998,407.59,-8.6
A6000,Non-NATO defense spending,1999,411.8,1
A6000,Non-NATO defense spending,2000,430.88,4.6
A6000,Non-NATO defense spending,2001,427.42,-0.8
A6000,Non-NATO defense spending,2002,415.93,-2.7
A6000,Non-NATO defense spending,2003,467.82,12.5
A6000,Non-NATO defense spending,2004,519.89,11.1
A6000,Non-NATO defense spending,2005,567.05,9.1
A6000,Non-NATO defense spending,2006,557.03,-1.8
A6000,Non-NATO defense spending,2007,634.15,13.8
A6000,Non-NATO defense spending,2008,731.33,15.3
A6000,Non-NATO defense spending,2009,762.06,4.2
A6000,Non-NATO defense spending,2010,840.94,10.4
A6000,Non-NATO defense spending,2011,926.81,10.2
A6000,Non-NATO defense spending,2012,979,5.6
A6000,Non-NATO defense spending,2013,1021.58,4.3
A6000,Non-NATO defense spending,2014,1039.5,1.8
A6000,Non-NATO defense spending,2015,966.62,-7
A6000,Non-NATO defense spending,2016,943,-2.5
A6000,Non-NATO defense spending,2017,985.06,4.5
A6000,Non-NATO defense spending,2018,995.74,1.1
A6000,Non-NATO defense spending,2019,975.75,-2
A6000,Non-NATO defense spending,2020,982.05,0.6
A6000,Non-NATO defense spending,2021,1023.05,4.2
A6000,Non-NATO defense spending,2022,1046.32,2.3
A6000,Non-NATO defense spending,2023,1075.26,2.8
A6000,Non-NATO defense spending,2024,1091.17,1.5
A6000,Non-NATO defense spending,2025,1106.93,1.4
A6000,Non-NATO defense spending,2026,1122.81,1.4
A6000,Non-NATO defense spending,2027,1140.57,1.6
A6000,Non-NATO defense spending,2028,1164.03,2.1
A6000,Non-NATO defense spending,2029,1192.34,2.4
A6000,Non-NATO defense spending,2030,1223.87,2.6
A4081,Total value of world trade,1980,2.38,0
A4081,Total value of world trade,1981,2.37,-0.2
A4081,Total value of world trade,1982,2.22,-6.3
A4081,Total value of world trade,1983,2.17,-2.4
A4081,Total value of world trade,1984,2.3,5.8
A4081,Total value of world trade,1985,2.31,0.6
A4081,Total value of world trade,1986,2.54,9.9
A4081,Total value of world trade,1987,3.01,18.8
A4081,Total value of world trade,1988,3.44,14.2
A4081,Total value of world trade,1989,3.72,8.1
A4081,Total value of world trade,1990,4.26,14.6
A4081,Total value of world trade,1991,4.39,3
A4081,Total value of world trade,1992,4.74,8.1
A4081,Total value of world trade,1993,4.74,0
A4081,Total value of world trade,1994,5.32,12.2
A4081,Total value of world trade,1995,6.34,19.1
A4081,Total value of world trade,1996,6.7,5.7
A4081,Total value of world trade,1997,6.96,3.9
A4081,Total value of world trade,1998,6.86,-1.5
A4081,Total value of world trade,1999,7.13,3.9
A4081,Total value of world trade,2000,7.94,11.4
A4081,Total value of world trade,2001,7.68,-3.3
A4081,Total value of world trade,2002,8.02,4.4
A4081,Total value of world trade,2003,9.35,16.6
A4081,Total value of world trade,2004,11.37,21.5
A4081,Total value of world trade,2005,12.86,13.2
A4081,Total value of world trade,2006,14.81,15.2
A4081,Total value of world trade,2007,17.28,16.7
A4081,Total value of world trade,2008,19.8,14.5
A4081,Total value of world trade,2009,15.89,-19.8
A4081,Total value of world trade,2010,18.88,18.9
A4081,Total value of world trade,2011,22.44,18.8
A4081,Total value of world trade,2012,22.81,1.6
A4081,Total value of world trade,2013,23.5,3
A4081,Total value of world trade,2014,23.87,1.6
A4081,Total value of world trade,2015,21.21,-11.2
A4081,Total value of world trade,2016,20.8,-1.9
A4081,Total value of world trade,2017,22.99,10.5
A4081,Total value of world trade,2018,25.21,9.7
A4081,Total value of world trade,2019,24.84,-1.5
A4081,Total value of world trade,2020,22.38,-9.9
A4081,Total value of world trade,2021,28.02,25.2
A4081,Total value of world trade,2022,31.3,11.7
A4081,Total value of world trade,2023,32.36,3.4
A4081,Total value of world trade,2024,33.61,3.8
A4081,Total value of world trade,2025,34.64,3.1
A4081,Total value of world trade,2026,35.64,2.9
A4081,Total value of world trade,2027,36.7,3
A4081,Total value of world trade,2028,37.8,3
A4081,Total value of world trade,2029,39.04,3.3
A4081,Total value of world trade,2030,40.28,3.2
B101,US Gross domestic product (GDP),1980,7257.3,0
B101,US Gross domestic product (GDP),1981,7441.5,2.5
B101,US Gross domestic product (GDP),1982,7307.3,-1.8
B101,US Gross domestic product (GDP),1983,7642.3,4.6
B101,US Gross domestic product (GDP),1984,8195.3,7.2
B101,US Gross domestic product (GDP),1985,8537,4.2
B101,US Gross domestic product (GDP),1986,8832.6,3.5
B101,US Gross domestic product (GDP),1987,9137.7,3.5
B101,US Gross domestic product (GDP),1988,9519.4,4.2
B101,US Gross domestic product (GDP),1989,9869,3.7
B101,US Gross domestic product (GDP),1990,10055.1,1.9
B101,US Gross domestic product (GDP),1991,10044.2,-0.1
B101,US Gross domestic product (GDP),1992,10398,3.5
B101,US Gross domestic product (GDP),1993,10684.2,2.8
B101,US Gross domestic product (GDP),1994,11114.6,4
B101,US Gross domestic product (GDP),1995,11413,2.7
B101,US Gross domestic product (GDP),1996,11843.6,3.8
B101,US Gross domestic product (GDP),1997,12370.3,4.4
B101,US Gross domestic product (GDP),1998,12924.9,4.5
B101,US Gross domestic product (GDP),1999,13543.8,4.8
B101,US Gross domestic product (GDP),2000,14096,4.1
B101,US Gross domestic product (GDP),2001,14230.7,1
B101,US Gross domestic product (GDP),2002,14472.7,1.7
B101,US Gross domestic product (GDP),2003,14877.3,2.8
B101,US Gross domestic product (GDP),2004,15449.8,3.8
B101,US Gross domestic product (GDP),2005,15988,3.5
B101,US Gross domestic product (GDP),2006,16433.1,2.8
B101,US Gross domestic product (GDP),2007,16762.4,2
B101,US Gross domestic product (GDP),2008,16781.5,0.1
B101,US Gross domestic product (GDP),2009,16349.1,-2.6
B101,US Gross domestic product (GDP),2010,16789.8,2.7
B101,US Gross domestic product (GDP),2011,17052.4,1.6
B101,US Gross domestic product (GDP),2012,17442.8,2.3
B101,US Gross domestic product (GDP),2013,17812.2,2.1
B101,US Gross domestic product (GDP),2014,18261.7,2.5
B101,US Gross domestic product (GDP),2015,18799.6,2.9
B101,US Gross domestic product (GDP),2016,19141.7,1.8
B101,US Gross domestic product (GDP),2017,19612.1,2.5
B101,US Gross domestic product (GDP),2018,20193.9,3
B101,US Gross domestic product (GDP),2019,20692.1,2.5
B101,US Gross domestic product (GDP),2020,20234.1,-2.2
B101,US Gross domestic product (GDP),2021,21407.7,5.8
B101,US Gross domestic product (GDP),2022,21822,1.9
B101,US Gross domestic product (GDP),2023,22376.9,2.5
B101,US Gross domestic product (GDP),2024,22894.77,2.3
B101,US Gross domestic product (GDP),2025,23274.16,1.7
B101,US Gross domestic product (GDP),2026,23693.1,1.8
B101,US Gross domestic product (GDP),2027,24107.73,1.8
B101,US Gross domestic product (GDP),2028,24541.67,1.8
B101,US Gross domestic product (GDP),2029,24983.42,1.8
B101,US Gross domestic product (GDP),2030,25428.96,1.8
F312,Number of broadband connections,1999,1.79,0
F312,Number of broadband connections,2000,4.61,156.7
F312,Number of broadband connections,2001,8.33,80.9
F312,Number of broadband connections,2002,12.95,55.4
F312,Number of broadband connections,2003,18.39,42
F312,Number of broadband connections,2004,24.69,34.2
F312,Number of broadband connections,2005,32.73,32.6
F312,Number of broadband connections,2006,50.03,52.9
F312,Number of broadband connections,2007,77.74,55.4
F312,Number of broadband connections,2008,102.24,31.5
F312,Number of broadband connections,2009,136.29,33.3
F312,Number of broadband connections,2010,182.07,33.6
F312,Number of broadband connections,2011,230.2,26.4
F312,Number of broadband connections,2012,262.56,14.1
F312,Number of broadband connections,2013,293.4,11.7
F312,Number of broadband connections,2014,338.2,15.3
F312,Number of broadband connections,2015,375.9,11.1
F312,Number of broadband connections,2016,404.97,7.7
F312,Number of broadband connections,2017,420.97,4
F312,Number of broadband connections,2018,451.1,7.2
F312,Number of broadband connections,2019,466.3,3.4
F312,Number of broadband connections,2020,490.9,5.3
F312,Number of broadband connections,2021,510.2,3.9
F312,Number of broadband connections,2022,517,1.3
F312,Number of broadband connections,2023,523.89,1.3
F312,Number of broadband connections,2024,529.26,1
F312,Number of broadband connections,2025,534.46,1
F312,Number of broadband connections,2026,539.53,0.9
F312,Number of broadband connections,2027,544.46,0.9
F312,Number of broadband connections,2028,549.37,0.9
F312,Number of broadband connections,2029,554.18,0.9
F312,Number of broadband connections,2030,558.94,0.9
F312,Number of broadband connections,2031,563.71,0.9
A3111,World GDP,1980,26.41,0
A3111,World GDP,1981,26.94,2
A3111,World GDP,1982,27.02,0.3
A3111,World GDP,1983,27.72,2.6
A3111,World GDP,1984,29.03,4.7
A3111,World GDP,1985,30.11,3.7
A3111,World GDP,1986,31.12,3.4
A3111,World GDP,1987,32.29,3.7
A3111,World GDP,1988,33.78,4.6
A3111,World GDP,1989,35.04,3.7
A3111,World GDP,1990,36.02,2.8
A3111,World GDP,1991,36.51,1.4
A3111,World GDP,1992,37.26,2
A3111,World GDP,1993,37.95,1.8
A3111,World GDP,1994,39.21,3.3
A3111,World GDP,1995,40.42,3.1
A3111,World GDP,1996,41.87,3.6
A3111,World GDP,1997,43.51,3.9
A3111,World GDP,1998,44.75,2.9
A3111,World GDP,1999,46.34,3.6
A3111,World GDP,2000,48.44,4.5
A3111,World GDP,2001,49.42,2
A3111,World GDP,2002,50.56,2.3
A3111,World GDP,2003,52.13,3.1
A3111,World GDP,2004,54.46,4.5
A3111,World GDP,2005,56.64,4
A3111,World GDP,2006,59.15,4.4
A3111,World GDP,2007,61.74,4.4
A3111,World GDP,2008,63.02,2.1
A3111,World GDP,2009,62.16,-1.4
A3111,World GDP,2010,64.97,4.5
A3111,World GDP,2011,67.13,3.3
A3111,World GDP,2012,68.94,2.7
A3111,World GDP,2013,70.87,2.8
A3111,World GDP,2014,73.04,3.1
A3111,World GDP,2015,75.28,3.1
A3111,World GDP,2016,77.38,2.8
A3111,World GDP,2017,80.01,3.4
A3111,World GDP,2018,82.63,3.3
A3111,World GDP,2019,84.77,2.6
A3111,World GDP,2020,82.18,-3.1
A3111,World GDP,2021,87.3,6.2
A3111,World GDP,2022,89.99,3.1
A3111,World GDP,2023,92.8,3.1
A3111,World GDP,2024,95.57,3
A3111,World GDP,2025,98.53,3.1
A3111,World GDP,2026,101.69,3.2
A3111,World GDP,2027,104.88,3.1
A3111,World GDP,2028,108.1,3.1
A3111,World GDP,2029,111.49,3.1
A3111,World GDP,2030,115.01,3.2
A5227,World price of aluminum,1980,1774.91,0
A5227,World price of aluminum,1981,1262.73,-28.9
A5227,World price of aluminum,1982,991.57,-21.5
A5227,World price of aluminum,1983,1438.43,45.1
A5227,World price of aluminum,1984,1251.33,-13
A5227,World price of aluminum,1985,1040.73,-16.8
A5227,World price of aluminum,1986,1149.94,10.5
A5227,World price of aluminum,1987,1565.36,36.1
A5227,World price of aluminum,1988,2550.46,62.9
A5227,World price of aluminum,1989,1951.26,-23.5
A5227,World price of aluminum,1990,1639.45,-16
A5227,World price of aluminum,1991,1302.19,-20.6
A5227,World price of aluminum,1992,1254.28,-3.7
A5227,World price of aluminum,1993,1139.05,-9.2
A5227,World price of aluminum,1994,1476.78,29.7
A5227,World price of aluminum,1995,1805.66,22.3
A5227,World price of aluminum,1996,1505.66,-16.6
A5227,World price of aluminum,1997,1599.33,6.2
A5227,World price of aluminum,1998,1357.47,-15.1
A5227,World price of aluminum,1999,1361.09,0.3
A5227,World price of aluminum,2000,1549.14,13.8
A5227,World price of aluminum,2001,1443.63,-6.8
A5227,World price of aluminum,2002,1349.92,-6.5
A5227,World price of aluminum,2003,1431.29,6
A5227,World price of aluminum,2004,1715.54,19.9
A5227,World price of aluminum,2005,1898.31,10.7
A5227,World price of aluminum,2006,2569.9,35.4
A5227,World price of aluminum,2007,2638.18,2.7
A5227,World price of aluminum,2008,2572.79,-2.5
A5227,World price of aluminum,2009,1664.83,-35.3
A5227,World price of aluminum,2010,2173.12,30.5
A5227,World price of aluminum,2011,2401.39,10.5
A5227,World price of aluminum,2012,2023.28,-15.8
A5227,World price of aluminum,2013,1846.67,-8.7
A5227,World price of aluminum,2014,1867.42,1.1
A5227,World price of aluminum,2015,1664.68,-10.9
A5227,World price of aluminum,2016,1604.18,-3.6
A5227,World price of aluminum,2017,1967.65,22.7
A5227,World price of aluminum,2018,2108.48,7.2
A5227,World price of aluminum,2019,1794.49,-14.9
A5227,World price of aluminum,2020,1703.99,-5.1
A5227,World price of aluminum,2021,2472.85,45.1
A5227,World price of aluminum,2022,2705.02,9.4
A5227,World price of aluminum,2023,2255.23,-16.6
A5227,World price of aluminum,2024,2253.81,-0.1
A5227,World price of aluminum,2025,2371.29,5.2
A5227,World price of aluminum,2026,2479.82,4.6
A5227,World price of aluminum,2027,2567.05,3.5
A5227,World price of aluminum,2028,2652.08,3.3
A5227,World price of aluminum,2029,2724.43,2.7
A5227,World price of aluminum,2030,2811.23,3.2
A5119,World price of cocoa,1980,2.6,0
A5119,World price of cocoa,1981,2.08,-20.1
A5119,World price of cocoa,1982,1.74,-16.6
A5119,World price of cocoa,1983,2.12,22.1
A5119,World price of cocoa,1984,2.4,13
A5119,World price of cocoa,1985,2.25,-5.9
A5119,World price of cocoa,1986,2.07,-8.2
A5119,World price of cocoa,1987,1.99,-3.7
A5119,World price of cocoa,1988,1.58,-20.5
A5119,World price of cocoa,1989,1.24,-21.7
A5119,World price of cocoa,1990,1.27,2.1
A5119,World price of cocoa,1991,1.2,-5.7
A5119,World price of cocoa,1992,1.1,-8
A5119,World price of cocoa,1993,1.12,1.6
A5119,World price of cocoa,1994,1.4,25
A5119,World price of cocoa,1995,1.43,2.6
A5119,World price of cocoa,1996,1.46,1.6
A5119,World price of cocoa,1997,1.62,11.2
A5119,World price of cocoa,1998,1.68,3.6
A5119,World price of cocoa,1999,1.14,-32.3
A5119,World price of cocoa,2000,0.91,-20.2
A5119,World price of cocoa,2001,1.07,18
A5119,World price of cocoa,2002,1.78,66.4
A5119,World price of cocoa,2003,1.75,-1.5
A5119,World price of cocoa,2004,1.55,-11.5
A5119,World price of cocoa,2005,1.54,-0.8
A5119,World price of cocoa,2006,1.59,3.5
A5119,World price of cocoa,2007,1.95,22.6
A5119,World price of cocoa,2008,2.58,32
A5119,World price of cocoa,2009,2.89,12.1
A5119,World price of cocoa,2010,3.13,8.5
A5119,World price of cocoa,2011,2.98,-4.9
A5119,World price of cocoa,2012,2.39,-19.7
A5119,World price of cocoa,2013,2.44,2
A5119,World price of cocoa,2014,3.06,25.6
A5119,World price of cocoa,2015,3.14,2.4
A5119,World price of cocoa,2016,2.89,-7.8
A5119,World price of cocoa,2017,2.03,-29.8
A5119,World price of cocoa,2018,2.29,13
A5119,World price of cocoa,2019,2.34,2
A5119,World price of cocoa,2020,2.37,1.2
A5119,World price of cocoa,2021,2.43,2.4
A5119,World price of cocoa,2022,2.39,-1.4
A5119,World price of cocoa,2023,3.28,37.1
A5119,World price of cocoa,2024,3.19,-2.7
A5119,World price of cocoa,2025,3.08,-3.5
A5119,World price of cocoa,2026,3.4,10.3
A5119,World price of cocoa,2027,3.45,1.4
A5119,World price of cocoa,2028,3.54,2.7
A5119,World price of cocoa,2029,3.71,4.8
A5119,World price of cocoa,2030,3.82,3
A5117,World price of coffee,1980,150.67,0
A5117,World price of coffee,1981,115.5,-23.4
A5117,World price of coffee,1982,125.38,8.6
A5117,World price of coffee,1983,127.9,2
A5117,World price of coffee,1984,141.17,10.4
A5117,World price of coffee,1985,133.4,-5.5
A5117,World price of coffee,1986,170.53,27.8
A5117,World price of coffee,1987,107.31,-37.1
A5117,World price of coffee,1988,115.1,7.3
A5117,World price of coffee,1989,91.33,-20.7
A5117,World price of coffee,1990,72.07,-21.1
A5117,World price of coffee,1991,67.43,-6.4
A5117,World price of coffee,1992,51.98,-22.9
A5117,World price of coffee,1993,61.84,19
A5117,World price of coffee,1994,132.29,113.9
A5117,World price of coffee,1995,138.19,4.5
A5117,World price of coffee,1996,101.96,-26.2
A5117,World price of coffee,1997,133.8,31.2
A5117,World price of coffee,1998,109.1,-18.5
A5117,World price of coffee,1999,85.77,-21.4
A5117,World price of coffee,2000,64.38,-24.9
A5117,World price of coffee,2001,44.93,-30.2
A5117,World price of coffee,2002,45.73,1.8
A5117,World price of coffee,2003,50.54,10.5
A5117,World price of coffee,2004,58.23,15.2
A5117,World price of coffee,2005,82.71,42
A5117,World price of coffee,2006,90.99,10
A5117,World price of coffee,2007,105.13,15.5
A5117,World price of coffee,2008,122.45,16.5
A5117,World price of coffee,2009,109.15,-10.9
A5117,World price of coffee,2010,137.39,25.9
A5117,World price of coffee,2011,190.17,38.4
A5117,World price of coffee,2012,144.64,-24
A5117,World price of coffee,2013,116.8,-19.3
A5117,World price of coffee,2014,150.39,28.8
A5117,World price of coffee,2015,123.97,-17.6
A5117,World price of coffee,2016,126.23,1.8
A5117,World price of coffee,2017,125.86,-0.3
A5117,World price of coffee,2018,108.74,-13.6
A5117,World price of coffee,2019,102.06,-6.2
A5117,World price of coffee,2020,109.79,7.6
A5117,World price of coffee,2021,147.26,34.1
A5117,World price of coffee,2022,179.55,21.9
A5117,World price of coffee,2023,164.05,-8.6
A5117,World price of coffee,2024,170.22,3.8
A5117,World price of coffee,2025,162.69,-4.4
A5117,World price of coffee,2026,162.15,-0.3
A5117,World price of coffee,2027,158.29,-2.4
A5117,World price of coffee,2028,156.15,-1.4
A5117,World price of coffee,2029,153.24,-1.9
A5117,World price of coffee,2030,150.77,-1.6
A5215,World price of coking coal,1980,49.78,0
A5215,World price of coking coal,1981,54.12,8.7
A5215,World price of coking coal,1982,55.24,2.1
A5215,World price of coking coal,1983,53.51,-3.1
A5215,World price of coking coal,1984,52.69,-1.5
A5215,World price of coking coal,1985,52.95,0.5
A5215,World price of coking coal,1986,49.81,-5.9
A5215,World price of coking coal,1987,48.72,-2.2
A5215,World price of coking coal,1988,47.82,-1.9
A5215,World price of coking coal,1989,47.37,-0.9
A5215,World price of coking coal,1990,47.42,0.1
A5215,World price of coking coal,1991,47.53,0.2
A5215,World price of coking coal,1992,46.33,-2.5
A5215,World price of coking coal,1993,45.27,-2.3
A5215,World price of coking coal,1994,44.47,-1.8
A5215,World price of coking coal,1995,44.26,-0.5
A5215,World price of coking coal,1996,45.51,2.8
A5215,World price of coking coal,1997,45.47,-0.1
A5215,World price of coking coal,1998,44.53,-2.1
A5215,World price of coking coal,1999,41.83,-6.1
A5215,World price of coking coal,2000,38.97,-6.8
A5215,World price of coking coal,2001,41.83,7.3
A5215,World price of coking coal,2002,45.52,8.8
A5215,World price of coking coal,2003,44.51,-2.2
A5215,World price of coking coal,2004,63.8,43.3
A5215,World price of coking coal,2005,81.71,28.1
A5215,World price of coking coal,2006,90.83,11.2
A5215,World price of coking coal,2007,89.12,-1.9
A5215,World price of coking coal,2008,133.69,50
A5215,World price of coking coal,2009,118.42,-11.4
A5215,World price of coking coal,2010,146.07,23.4
A5215,World price of coking coal,2011,186.15,27.4
A5215,World price of coking coal,2012,151.31,-18.7
A5215,World price of coking coal,2013,115.31,-23.8
A5215,World price of coking coal,2014,99.32,-13.9
A5215,World price of coking coal,2015,88.49,-10.9
A5215,World price of coking coal,2016,83,-6.2
A5215,World price of coking coal,2017,138.03,66.3
A5215,World price of coking coal,2018,140.69,1.9
A5215,World price of coking coal,2019,136.73,-2.8
A5215,World price of coking coal,2020,104.45,-23.6
A5215,World price of coking coal,2021,157.95,51.2
A5215,World price of coking coal,2022,282.38,78.8
A5215,World price of coking coal,2023,206.62,-26.8
A5215,World price of coking coal,2024,192.06,-7.1
A5215,World price of coking coal,2025,182.91,-4.8
A5215,World price of coking coal,2026,177.97,-2.7
A5215,World price of coking coal,2027,173.84,-2.3
A5215,World price of coking coal,2028,170.46,-2
A5215,World price of coking coal,2029,167.57,-1.7
A5215,World price of coking coal,2030,165.05,-1.5
A5215,World price of coking coal,2031,162.77,-1.4
A5223,World price of copper,1980,2182.09,0
A5223,World price of copper,1981,1741.95,-20.2
A5223,World price of copper,1982,1480.44,-15
A5223,World price of copper,1983,1591.93,7.5
A5223,World price of copper,1984,1377.32,-13.5
A5223,World price of copper,1985,1417.38,2.9
A5223,World price of copper,1986,1373.78,-3.1
A5223,World price of copper,1987,1782.5,29.8
A5223,World price of copper,1988,2601.67,46
A5223,World price of copper,1989,2848.41,9.5
A5223,World price of copper,1990,2661.34,-6.6
A5223,World price of copper,1991,2338.5,-12.1
A5223,World price of copper,1992,2284.81,-2.3
A5223,World price of copper,1993,1914.96,-16.2
A5223,World price of copper,1994,2305.53,20.4
A5223,World price of copper,1995,2932.04,27.2
A5223,World price of copper,1996,2293.39,-21.8
A5223,World price of copper,1997,2275.19,-0.8
A5223,World price of copper,1998,1653.71,-27.3
A5223,World price of copper,1999,1572.53,-4.9
A5223,World price of copper,2000,1814.52,15.4
A5223,World price of copper,2001,1580.17,-12.9
A5223,World price of copper,2002,1560.29,-1.3
A5223,World price of copper,2003,1779.36,14
A5223,World price of copper,2004,2863.47,60.9
A5223,World price of copper,2005,3676.49,28.4
A5223,World price of copper,2006,6731.35,83.1
A5223,World price of copper,2007,7131.63,5.9
A5223,World price of copper,2008,6963.48,-2.4
A5223,World price of copper,2009,5164.16,-25.8
A5223,World price of copper,2010,7538.36,46
A5223,World price of copper,2011,8823.45,17
A5223,World price of copper,2012,7958.92,-9.8
A5223,World price of copper,2013,7331.49,-7.9
A5223,World price of copper,2014,6863.4,-6.4
A5223,World price of copper,2015,5510.46,-19.7
A5223,World price of copper,2016,4867.9,-11.7
A5223,World price of copper,2017,6169.94,26.7
A5223,World price of copper,2018,6529.8,5.8
A5223,World price of copper,2019,6010.15,-8
A5223,World price of copper,2020,6174.56,2.7
A5223,World price of copper,2021,9317.41,50.9
A5223,World price of copper,2022,8828.92,-5.3
A5223,World price of copper,2023,8490.76,-3.8
A5223,World price of copper,2024,8750.79,3.1
A5223,World price of copper,2025,8600.77,-1.7
A5223,World price of copper,2026,7679.26,-10.7
A5223,World price of copper,2027,7961.44,3.7
A5223,World price of copper,2028,8234.89,3.4
A5223,World price of copper,2029,8621.99,4.7
A5223,World price of copper,2030,9046.1,4.9
A5113,World price of cotton,1980,93.73,0
A5113,World price of cotton,1981,83.97,-10.4
A5113,World price of cotton,1982,72.51,-13.7
A5113,World price of cotton,1983,84.1,16
A5113,World price of cotton,1984,80.94,-3.8
A5113,World price of cotton,1985,59.92,-26
A5113,World price of cotton,1986,47.94,-20
A5113,World price of cotton,1987,74.77,56
A5113,World price of cotton,1988,63.52,-15.1
A5113,World price of cotton,1989,75.95,19.6
A5113,World price of cotton,1990,82.56,8.7
A5113,World price of cotton,1991,76.91,-6.9
A5113,World price of cotton,1992,57.93,-24.7
A5113,World price of cotton,1993,58.02,0.1
A5113,World price of cotton,1994,79.72,37.4
A5113,World price of cotton,1995,98.3,23.3
A5113,World price of cotton,1996,80.54,-18.1
A5113,World price of cotton,1997,79.23,-1.6
A5113,World price of cotton,1998,65.53,-17.3
A5113,World price of cotton,1999,53.13,-18.9
A5113,World price of cotton,2000,59.05,11.1
A5113,World price of cotton,2001,48,-18.7
A5113,World price of cotton,2002,46.26,-3.6
A5113,World price of cotton,2003,63.45,37.1
A5113,World price of cotton,2004,62.01,-2.3
A5113,World price of cotton,2005,55.17,-11
A5113,World price of cotton,2006,58.05,5.2
A5113,World price of cotton,2007,63.28,9
A5113,World price of cotton,2008,71.4,12.8
A5113,World price of cotton,2009,62.75,-12.1
A5113,World price of cotton,2010,103.54,65
A5113,World price of cotton,2011,154.98,49.7
A5113,World price of cotton,2012,89.24,-42.4
A5113,World price of cotton,2013,90.4,1.3
A5113,World price of cotton,2014,83.1,-8.1
A5113,World price of cotton,2015,70.42,-15.3
A5113,World price of cotton,2016,74.21,5.4
A5113,World price of cotton,2017,83.6,12.6
A5113,World price of cotton,2018,91.38,9.3
A5113,World price of cotton,2019,77.88,-14.8
A5113,World price of cotton,2020,71.94,-7.6
A5113,World price of cotton,2021,101.19,40.7
A5113,World price of cotton,2022,130.14,28.6
A5113,World price of cotton,2023,95.01,-27
A5113,World price of cotton,2024,98.01,3.2
A5113,World price of cotton,2025,94.64,-3.4
A5113,World price of cotton,2026,91.12,-3.7
A5113,World price of cotton,2027,89.89,-1.4
A5113,World price of cotton,2028,87.33,-2.9
A5113,World price of cotton,2029,85.02,-2.7
A5113,World price of cotton,2030,83.09,-2.3
A5113,World price of cotton,2031,80.93,-2.6
A5211,World price of crude oil,1980,37.92,0
A5211,World price of crude oil,1981,36.95,-2.6
A5211,World price of crude oil,1982,32.95,-10.8
A5211,World price of crude oil,1983,30.11,-8.6
A5211,World price of crude oil,1984,29.06,-3.5
A5211,World price of crude oil,1985,27.81,-4.3
A5211,World price of crude oil,1986,14.44,-48.1
A5211,World price of crude oil,1987,18.17,25.8
A5211,World price of crude oil,1988,14.73,-18.9
A5211,World price of crude oil,1989,17.85,21.1
A5211,World price of crude oil,1990,24.51,37.3
A5211,World price of crude oil,1991,21.49,-12.3
A5211,World price of crude oil,1992,20.58,-4.2
A5211,World price of crude oil,1993,18.47,-10.3
A5211,World price of crude oil,1994,17.17,-7.1
A5211,World price of crude oil,1995,18.41,7.3
A5211,World price of crude oil,1996,22.15,20.3
A5211,World price of crude oil,1997,20.59,-7.1
A5211,World price of crude oil,1998,14.37,-30.2
A5211,World price of crude oil,1999,19.24,33.9
A5211,World price of crude oil,2000,30.34,57.7
A5211,World price of crude oil,2001,25.93,-14.5
A5211,World price of crude oil,2002,26.11,0.7
A5211,World price of crude oil,2003,31.14,19.2
A5211,World price of crude oil,2004,41.43,33
A5211,World price of crude oil,2005,56.48,36.3
A5211,World price of crude oil,2006,66.08,17
A5211,World price of crude oil,2007,72.34,9.5
